OrderID,ProductCategory,Supplier,Region,OrderValue,MarketingChannel,ReturnStatus,ReturnReason,OrderDate
ORDX200586,Books,Supplier D,North,508.35,Ads,Not Returned,,03-04-2024
ORDX200587,Home & Kitchen,Supplier A,West,611.86,Organic,Not Returned,,28-06-2024
ORDX200588,Beauty,Supplier C,East,178.06,Organic,Not Returned,,24-06-2024
ORDX200589,Home & Kitchen,Supplier B,East,312.9,Social Media,Returned,Defective Item,10-04-2024
ORDX200590,Clothing,Supplier A,West,275.33,Organic,Not Returned,,05-06-2024
ORDX200591,Beauty,Supplier D,East,210.66,Email,Not Returned,,20-06-2024
ORDX200592,Books,Supplier A,South,273.41,Social Media,Not Returned,,14-03-2024
ORDX200593,Beauty,Supplier B,East,739.67,Email,Not Returned,,23-05-2024
ORDX200594,Electronics,Supplier A,West,353.53,Organic,Returned,Other,07-06-2024
ORDX200595,Clothing,Supplier D,North,455.43,Organic,Returned,Wrong Size,03-06-2024
ORDX200596,Home & Kitchen,Supplier C,South,139.31,Email,Not Returned,,28-03-2024
ORDX200597,Books,Supplier A,North,152.85,Social Media,Returned,Damaged on Arrival,29-03-2024
ORDX200598,Beauty,Supplier C,North,73.62,Social Media,Returned,Other,03-06-2024
ORDX200599,Toys,Supplier A,West,116.44,Organic,Not Returned,,21-05-2024
ORDX200600,Books,Supplier A,North,20.81,Ads,Not Returned,,17-03-2024
ORDX200601,Books,Supplier D,North,235.53,Email,Returned,Incorrect Item,02-03-2024
ORDX200602,Home & Kitchen,Supplier B,West,183.32,Organic,Not Returned,,13-05-2024
ORDX200603,Clothing,Supplier C,East,286.67,Social Media,Returned,Changed Mind,07-06-2024
ORDX200604,Home & Kitchen,Supplier B,North,223.69,Email,Not Returned,,07-03-2024
ORDX200605,Beauty,Supplier B,South,549.7,Organic,Not Returned,,02-06-2024
ORDX200606,Electronics,Supplier C,West,731.64,Social Media,Not Returned,,29-03-2024
ORDX200607,Home & Kitchen,Supplier C,South,523.64,Email,Not Returned,,22-06-2024
ORDX200608,Electronics,Supplier B,East,314.78,Social Media,Not Returned,,26-05-2024
ORDX200609,Books,Supplier C,South,580.53,Social Media,Not Returned,,04-04-2024
ORDX200610,Toys,Supplier B,North,173.28,Social Media,Not Returned,,23-04-2024
ORDX200611,Beauty,Supplier C,East,429.78,Organic,Returned,Defective Item,07-06-2024
ORDX200612,Beauty,Supplier C,East,378.84,Organic,Returned,Incorrect Item,10-03-2024
ORDX200613,Home & Kitchen,Supplier D,North,329.82,Ads,Not Returned,,04-03-2024
ORDX200614,Home & Kitchen,Supplier D,West,700.22,Ads,Returned,Better Price Elsewhere,20-06-2024
ORDX200615,Home & Kitchen,Supplier A,West,479.91,Ads,Returned,Product Not as Described,26-06-2024
ORDX200616,Electronics,Supplier D,North,306.4,Email,Not Returned,,06-03-2024
ORDX200617,Electronics,Supplier A,West,19.37,Email,Returned,Product Not as Described,05-05-2024
ORDX200618,Beauty,Supplier D,East,651.95,Organic,Returned,Other,08-05-2024
ORDX200619,Toys,Supplier A,North,648.41,Email,Returned,Incorrect Item,26-03-2024
ORDX200620,Clothing,Supplier A,West,606.92,Ads,Returned,Changed Mind,17-05-2024
ORDX200621,Home & Kitchen,Supplier B,South,166.21,Email,Returned,Incorrect Item,15-06-2024
ORDX200622,Beauty,Supplier A,East,620.53,Organic,Returned,Other,29-05-2024
ORDX200623,Home & Kitchen,Supplier D,South,228.06,Social Media,Not Returned,,12-04-2024
ORDX200624,Electronics,Supplier B,East,408.87,Ads,Returned,Other,09-05-2024
ORDX200625,Books,Supplier A,West,60.55,Social Media,Returned,Late Delivery,03-06-2024
ORDX200626,Electronics,Supplier C,West,674.69,Ads,Not Returned,,21-06-2024
ORDX200627,Beauty,Supplier B,West,722.44,Social Media,Returned,Better Price Elsewhere,18-05-2024
ORDX200628,Books,Supplier D,North,162.5,Email,Not Returned,,08-04-2024
ORDX200629,Books,Supplier C,East,209.96,Ads,Returned,Damaged on Arrival,13-03-2024
ORDX200630,Home & Kitchen,Supplier B,East,479.25,Organic,Not Returned,,13-05-2024
ORDX200631,Books,Supplier D,South,375,Social Media,Returned,Better Price Elsewhere,10-03-2024
ORDX200632,Home & Kitchen,Supplier C,South,690.84,Email,Not Returned,,03-03-2024
ORDX200633,Books,Supplier B,East,713.55,Email,Not Returned,,26-06-2024
ORDX200634,Home & Kitchen,Supplier B,West,525.26,Organic,Not Returned,,27-06-2024
ORDX200635,Beauty,Supplier B,East,46.16,Email,Returned,Wrong Size,06-04-2024
ORDX200636,Home & Kitchen,Supplier A,West,585.61,Email,Returned,Wrong Size,22-04-2024
ORDX200637,Clothing,Supplier D,North,271.87,Social Media,Not Returned,,10-06-2024
ORDX200638,Beauty,Supplier A,West,191.23,Ads,Returned,Changed Mind,01-04-2024
ORDX200639,Electronics,Supplier B,East,76.3,Ads,Returned,Wrong Size,26-06-2024
ORDX200640,Books,Supplier C,East,721.15,Organic,Returned,Defective Item,29-05-2024
ORDX200641,Clothing,Supplier D,South,371.01,Email,Not Returned,,26-04-2024
ORDX200642,Clothing,Supplier D,North,639.82,Organic,Returned,Wrong Size,18-06-2024
ORDX200643,Clothing,Supplier D,North,708.83,Ads,Not Returned,,07-05-2024
ORDX200644,Electronics,Supplier B,East,24.27,Social Media,Returned,Changed Mind,17-06-2024
ORDX200645,Toys,Supplier D,South,496.7,Social Media,Not Returned,,10-06-2024
ORDX200646,Home & Kitchen,Supplier B,South,440.59,Ads,Not Returned,,15-03-2024
ORDX200647,Books,Supplier A,East,425.22,Organic,Not Returned,,18-06-2024
ORDX200648,Beauty,Supplier C,East,573.99,Social Media,Returned,Defective Item,28-06-2024
ORDX200649,Books,Supplier B,West,210.41,Social Media,Returned,Incorrect Item,04-06-2024
ORDX200650,Clothing,Supplier D,North,206.29,Social Media,Not Returned,,21-03-2024
ORDX200651,Toys,Supplier B,East,592.11,Ads,Not Returned,,06-06-2024
ORDX200652,Home & Kitchen,Supplier C,South,416.88,Social Media,Not Returned,,09-04-2024
ORDX200653,Books,Supplier A,East,359.03,Organic,Not Returned,,04-06-2024
ORDX200654,Toys,Supplier C,North,349.67,Ads,Returned,Changed Mind,25-05-2024
ORDX200655,Clothing,Supplier B,West,278.9,Email,Returned,Other,20-03-2024
ORDX200656,Beauty,Supplier B,East,102.88,Organic,Returned,Changed Mind,12-04-2024
ORDX200657,Electronics,Supplier C,East,578.28,Ads,Not Returned,,28-06-2024
ORDX200658,Clothing,Supplier C,West,166.91,Ads,Not Returned,,14-03-2024
ORDX200659,Home & Kitchen,Supplier B,South,432.51,Email,Returned,Incorrect Item,24-04-2024
ORDX200660,Clothing,Supplier D,South,597.4,Email,Returned,Damaged on Arrival,13-03-2024
ORDX200661,Home & Kitchen,Supplier A,South,93.22,Social Media,Not Returned,,03-06-2024
ORDX200662,Books,Supplier C,North,711.8,Ads,Not Returned,,24-06-2024
ORDX200663,Clothing,Supplier C,South,702.34,Organic,Not Returned,,17-03-2024
ORDX200664,Toys,Supplier B,South,533.49,Email,Not Returned,,07-04-2024
ORDX200665,Beauty,Supplier D,West,404.38,Social Media,Not Returned,,29-03-2024
ORDX200666,Toys,Supplier B,West,747.32,Email,Returned,Product Not as Described,23-04-2024
ORDX200667,Clothing,Supplier C,North,682.68,Organic,Returned,Incorrect Item,09-03-2024
ORDX200668,Electronics,Supplier C,South,518.99,Ads,Returned,Wrong Size,01-04-2024
ORDX200669,Clothing,Supplier B,North,600.63,Email,Returned,Late Delivery,26-05-2024
ORDX200670,Books,Supplier B,West,632.18,Social Media,Returned,Defective Item,30-06-2024
ORDX200671,Books,Supplier C,South,241.29,Email,Not Returned,,05-05-2024
ORDX200672,Books,Supplier C,North,671.84,Social Media,Returned,Incorrect Item,02-05-2024
ORDX200673,Home & Kitchen,Supplier B,South,354.4,Email,Returned,Late Delivery,16-03-2024
ORDX200674,Clothing,Supplier C,East,524.47,Social Media,Not Returned,,31-05-2024
ORDX200675,Beauty,Supplier C,East,147.41,Organic,Not Returned,,21-04-2024
ORDX200676,Books,Supplier C,East,350.87,Organic,Not Returned,,05-06-2024
ORDX200677,Clothing,Supplier A,North,328.67,Email,Returned,Wrong Size,09-03-2024
ORDX200678,Books,Supplier A,East,45.55,Social Media,Returned,Late Delivery,27-04-2024
ORDX200679,Toys,Supplier B,East,513.37,Email,Not Returned,,03-06-2024
ORDX200680,Home & Kitchen,Supplier D,West,608.51,Organic,Returned,Better Price Elsewhere,14-06-2024
ORDX200681,Home & Kitchen,Supplier D,North,39.24,Ads,Not Returned,,14-03-2024
ORDX200682,Electronics,Supplier A,East,40.54,Organic,Returned,Damaged on Arrival,20-04-2024
ORDX200683,Electronics,Supplier A,East,717.46,Email,Not Returned,,09-06-2024
ORDX200684,Books,Supplier C,South,389.75,Ads,Not Returned,,12-04-2024
ORDX200685,Home & Kitchen,Supplier D,North,41.56,Ads,Not Returned,,05-06-2024
ORDX200686,Toys,Supplier B,East,470.81,Social Media,Not Returned,,20-06-2024
ORDX200687,Beauty,Supplier A,South,534.79,Organic,Not Returned,,18-05-2024
ORDX200688,Books,Supplier D,North,182.81,Email,Returned,Better Price Elsewhere,02-05-2024
ORDX200689,Toys,Supplier C,South,156.09,Organic,Not Returned,,28-04-2024
ORDX200690,Beauty,Supplier C,West,44.34,Ads,Returned,Incorrect Item,26-06-2024
ORDX200691,Toys,Supplier B,West,430.65,Organic,Not Returned,,04-06-2024
ORDX200692,Home & Kitchen,Supplier D,East,137.59,Email,Returned,Wrong Size,22-04-2024
ORDX200693,Books,Supplier A,West,118.39,Organic,Not Returned,,24-03-2024
ORDX200694,Electronics,Supplier A,North,298.89,Social Media,Not Returned,,04-03-2024
ORDX200695,Toys,Supplier D,West,351.97,Ads,Not Returned,,11-06-2024
ORDX200696,Home & Kitchen,Supplier B,West,626.17,Social Media,Returned,Damaged on Arrival,16-04-2024
ORDX200697,Beauty,Supplier A,West,370.45,Social Media,Not Returned,,31-03-2024
ORDX200698,Books,Supplier C,East,636.54,Email,Not Returned,,10-04-2024
ORDX200699,Toys,Supplier A,South,294.85,Ads,Returned,Damaged on Arrival,02-06-2024
ORDX200700,Beauty,Supplier D,South,589.32,Email,Not Returned,,22-06-2024
ORDX200701,Home & Kitchen,Supplier D,East,176.72,Ads,Not Returned,,10-05-2024
ORDX200702,Clothing,Supplier B,South,556.14,Ads,Not Returned,,04-03-2024
ORDX200703,Electronics,Supplier A,North,489.15,Social Media,Not Returned,,20-03-2024
ORDX200704,Home & Kitchen,Supplier D,North,472.73,Ads,Not Returned,,18-05-2024
ORDX200705,Beauty,Supplier A,North,156.4,Email,Returned,Better Price Elsewhere,24-06-2024
ORDX200706,Books,Supplier C,East,633.14,Social Media,Not Returned,,13-05-2024
ORDX200707,Electronics,Supplier C,East,354.17,Social Media,Not Returned,,25-06-2024
ORDX200708,Clothing,Supplier C,East,549.43,Organic,Returned,Defective Item,01-04-2024
ORDX200709,Clothing,Supplier A,South,593.39,Social Media,Not Returned,,10-03-2024
ORDX200710,Toys,Supplier C,South,381.36,Email,Not Returned,,22-03-2024
ORDX200711,Toys,Supplier A,West,385.12,Ads,Not Returned,,19-05-2024
ORDX200712,Clothing,Supplier B,West,206.83,Organic,Not Returned,,27-06-2024
ORDX200713,Books,Supplier C,South,642.47,Organic,Not Returned,,20-06-2024
ORDX200714,Books,Supplier D,East,53.31,Email,Not Returned,,24-04-2024
ORDX200715,Clothing,Supplier B,North,376.94,Ads,Not Returned,,19-04-2024
ORDX200716,Clothing,Supplier C,West,732.97,Email,Returned,Product Not as Described,11-05-2024
ORDX200717,Clothing,Supplier C,North,648.72,Social Media,Returned,Defective Item,11-04-2024
ORDX200718,Books,Supplier D,North,719.97,Email,Not Returned,,03-06-2024
ORDX200719,Home & Kitchen,Supplier D,North,522.15,Social Media,Not Returned,,13-03-2024
ORDX200720,Beauty,Supplier A,North,487.25,Email,Not Returned,,11-06-2024
ORDX200721,Beauty,Supplier C,East,732.39,Email,Returned,Damaged on Arrival,12-04-2024
ORDX200722,Books,Supplier A,West,492.09,Ads,Returned,Changed Mind,14-05-2024
ORDX200723,Clothing,Supplier B,East,476.45,Ads,Not Returned,,24-04-2024
ORDX200724,Electronics,Supplier A,North,446.08,Email,Returned,Other,02-06-2024
ORDX200725,Electronics,Supplier A,South,277.52,Ads,Not Returned,,18-06-2024
ORDX200726,Books,Supplier A,West,422.43,Organic,Returned,Incorrect Item,08-04-2024
ORDX200727,Home & Kitchen,Supplier B,West,21.99,Organic,Returned,Product Not as Described,27-04-2024
ORDX200728,Clothing,Supplier C,East,454.34,Email,Not Returned,,15-05-2024
ORDX200729,Clothing,Supplier B,West,744.44,Ads,Not Returned,,08-05-2024
ORDX200730,Clothing,Supplier D,West,197.59,Email,Returned,Other,09-03-2024
ORDX200731,Beauty,Supplier B,North,90.04,Organic,Not Returned,,16-06-2024
ORDX200732,Books,Supplier A,West,351.02,Email,Returned,Wrong Size,18-04-2024
ORDX200733,Books,Supplier C,East,646.38,Ads,Returned,Late Delivery,20-05-2024
ORDX200734,Beauty,Supplier C,West,360.13,Organic,Not Returned,,16-06-2024
ORDX200735,Clothing,Supplier C,East,368.7,Email,Not Returned,,17-06-2024
ORDX200736,Electronics,Supplier A,North,101.28,Email,Returned,Incorrect Item,02-05-2024
ORDX200737,Toys,Supplier C,East,597.67,Ads,Not Returned,,01-04-2024
ORDX200738,Books,Supplier D,North,667.89,Ads,Not Returned,,29-06-2024
ORDX200739,Home & Kitchen,Supplier D,West,74.28,Ads,Returned,Wrong Size,03-04-2024
ORDX200740,Books,Supplier B,West,565.75,Organic,Returned,Late Delivery,27-03-2024
ORDX200741,Clothing,Supplier C,East,143.48,Organic,Returned,Wrong Size,18-05-2024
ORDX200742,Toys,Supplier D,South,104.23,Social Media,Not Returned,,14-06-2024
ORDX200743,Electronics,Supplier A,North,244.69,Email,Not Returned,,25-05-2024
ORDX200744,Electronics,Supplier D,North,687.69,Social Media,Not Returned,,24-06-2024
ORDX200745,Clothing,Supplier A,North,255.31,Organic,Returned,Changed Mind,26-05-2024
ORDX200746,Home & Kitchen,Supplier C,West,40.56,Organic,Returned,Changed Mind,17-03-2024
ORDX200747,Toys,Supplier D,East,273.48,Ads,Not Returned,,28-03-2024
ORDX200748,Books,Supplier D,South,42.74,Organic,Returned,Product Not as Described,04-05-2024
ORDX200749,Electronics,Supplier C,North,304.97,Ads,Returned,Better Price Elsewhere,22-05-2024
ORDX200750,Home & Kitchen,Supplier B,East,413.02,Organic,Not Returned,,10-04-2024
ORDX200751,Beauty,Supplier C,North,734.2,Email,Returned,Incorrect Item,17-06-2024
ORDX200752,Clothing,Supplier C,North,699.05,Ads,Not Returned,,16-06-2024
ORDX200753,Electronics,Supplier C,West,458.75,Email,Returned,Damaged on Arrival,19-04-2024
ORDX200754,Clothing,Supplier A,South,287.24,Email,Not Returned,,02-04-2024
ORDX200755,Electronics,Supplier A,North,235.89,Ads,Returned,Product Not as Described,03-05-2024
ORDX200756,Beauty,Supplier B,East,422.34,Email,Not Returned,,21-06-2024
ORDX200757,Clothing,Supplier D,East,532.37,Ads,Returned,Better Price Elsewhere,17-06-2024
ORDX200758,Electronics,Supplier A,South,614.16,Social Media,Not Returned,,30-05-2024
ORDX200759,Clothing,Supplier B,South,639.58,Ads,Returned,Product Not as Described,28-05-2024
ORDX200760,Books,Supplier C,South,501.82,Ads,Returned,Product Not as Described,28-04-2024
ORDX200761,Books,Supplier B,South,304.62,Email,Not Returned,,17-05-2024
ORDX200762,Clothing,Supplier A,East,205.77,Social Media,Returned,Other,26-03-2024
ORDX200763,Toys,Supplier D,North,494.89,Social Media,Not Returned,,06-04-2024
ORDX200764,Beauty,Supplier C,East,22.88,Organic,Not Returned,,18-05-2024
ORDX200765,Books,Supplier D,West,566.3,Ads,Not Returned,,16-03-2024
ORDX200766,Beauty,Supplier C,South,552.27,Social Media,Returned,Damaged on Arrival,07-05-2024
ORDX200767,Clothing,Supplier C,North,592.66,Ads,Not Returned,,06-03-2024
ORDX200768,Books,Supplier C,West,79.26,Email,Returned,Better Price Elsewhere,13-03-2024
ORDX200769,Electronics,Supplier C,North,292.7,Email,Not Returned,,05-04-2024
ORDX200770,Clothing,Supplier C,North,650.94,Ads,Returned,Changed Mind,14-06-2024
ORDX200771,Beauty,Supplier D,South,492.22,Organic,Returned,Incorrect Item,02-06-2024
ORDX200772,Books,Supplier B,East,137.31,Email,Not Returned,,12-06-2024
ORDX200773,Home & Kitchen,Supplier B,North,554.98,Email,Not Returned,,23-03-2024
ORDX200774,Clothing,Supplier D,East,648.18,Organic,Not Returned,,10-03-2024
ORDX200775,Beauty,Supplier C,North,271.12,Ads,Returned,Late Delivery,09-03-2024
ORDX200776,Home & Kitchen,Supplier A,North,130.52,Ads,Not Returned,,16-06-2024
ORDX200777,Clothing,Supplier A,South,572.75,Ads,Returned,Other,07-05-2024
ORDX200778,Books,Supplier C,East,99.58,Ads,Returned,Better Price Elsewhere,04-06-2024
ORDX200779,Clothing,Supplier D,East,370.07,Social Media,Returned,Product Not as Described,05-06-2024
ORDX200780,Electronics,Supplier A,North,456.55,Ads,Not Returned,,27-03-2024
ORDX200781,Books,Supplier A,South,305.71,Organic,Returned,Incorrect Item,02-03-2024
ORDX200782,Books,Supplier B,South,120.72,Ads,Not Returned,,08-06-2024
ORDX200783,Electronics,Supplier A,West,27.49,Organic,Not Returned,,15-04-2024
ORDX200784,Toys,Supplier B,South,519.88,Ads,Returned,Product Not as Described,27-06-2024
ORDX200785,Home & Kitchen,Supplier A,North,283.95,Organic,Not Returned,,15-06-2024
ORDX200786,Home & Kitchen,Supplier A,North,534.71,Email,Not Returned,,13-06-2024
ORDX200787,Beauty,Supplier C,West,256.76,Email,Returned,Other,04-06-2024
ORDX200788,Home & Kitchen,Supplier A,West,448.69,Ads,Not Returned,,05-04-2024
ORDX200789,Home & Kitchen,Supplier D,West,172.63,Ads,Returned,Product Not as Described,24-03-2024
ORDX200790,Beauty,Supplier B,South,412.31,Social Media,Returned,Wrong Size,18-04-2024
ORDX200791,Clothing,Supplier B,South,183.28,Social Media,Returned,Wrong Size,17-03-2024
ORDX200792,Toys,Supplier C,South,141.93,Email,Not Returned,,10-05-2024
ORDX200793,Home & Kitchen,Supplier C,South,500.62,Organic,Not Returned,,11-06-2024
ORDX200794,Books,Supplier C,South,475.79,Social Media,Returned,Defective Item,05-04-2024
ORDX200795,Electronics,Supplier D,West,45.35,Organic,Not Returned,,02-04-2024
ORDX200796,Home & Kitchen,Supplier D,North,631.47,Email,Not Returned,,27-05-2024
ORDX200797,Books,Supplier A,West,190.27,Social Media,Not Returned,,19-05-2024
ORDX200798,Toys,Supplier B,East,350.69,Social Media,Not Returned,,05-05-2024
ORDX200799,Toys,Supplier B,East,57.69,Organic,Returned,Changed Mind,26-04-2024
ORDX200800,Clothing,Supplier D,West,696.6,Organic,Not Returned,,01-05-2024
ORDX200801,Home & Kitchen,Supplier D,North,612.82,Organic,Not Returned,,02-04-2024
ORDX200802,Toys,Supplier D,North,428.16,Social Media,Not Returned,,15-03-2024
ORDX200803,Toys,Supplier B,North,359.17,Ads,Returned,Better Price Elsewhere,16-06-2024
ORDX200804,Clothing,Supplier A,North,310.78,Ads,Not Returned,,27-06-2024
ORDX200805,Electronics,Supplier A,East,573.91,Organic,Returned,Product Not as Described,10-03-2024
ORDX200806,Clothing,Supplier B,North,594.7,Email,Not Returned,,08-03-2024
ORDX200807,Clothing,Supplier A,North,63.5,Ads,Returned,Better Price Elsewhere,02-05-2024
ORDX200808,Books,Supplier A,South,487.94,Social Media,Not Returned,,02-05-2024
ORDX200809,Beauty,Supplier B,East,440.03,Organic,Not Returned,,09-04-2024
ORDX200810,Books,Supplier B,West,593.63,Organic,Returned,Damaged on Arrival,02-05-2024
ORDX200811,Electronics,Supplier B,South,32.29,Email,Not Returned,,14-04-2024
ORDX200812,Clothing,Supplier D,East,348.76,Organic,Returned,Damaged on Arrival,02-06-2024
ORDX200813,Electronics,Supplier C,South,725.56,Email,Not Returned,,24-03-2024
ORDX200814,Toys,Supplier A,South,246.33,Organic,Returned,Changed Mind,23-05-2024
ORDX200815,Books,Supplier C,East,267.32,Organic,Returned,Changed Mind,17-04-2024
ORDX200816,Clothing,Supplier C,East,523.32,Social Media,Not Returned,,13-03-2024
ORDX200817,Toys,Supplier B,East,707.73,Ads,Returned,Damaged on Arrival,17-03-2024
ORDX200818,Home & Kitchen,Supplier A,West,134.11,Organic,Not Returned,,14-05-2024
ORDX200819,Beauty,Supplier D,East,426.09,Social Media,Not Returned,,11-06-2024
ORDX200820,Electronics,Supplier C,West,132.82,Organic,Returned,Changed Mind,11-03-2024
ORDX200821,Beauty,Supplier C,East,337.62,Social Media,Returned,Late Delivery,18-03-2024
ORDX200822,Beauty,Supplier A,West,244.49,Social Media,Returned,Better Price Elsewhere,27-03-2024
ORDX200823,Toys,Supplier B,East,154.85,Ads,Returned,Changed Mind,17-05-2024
ORDX200824,Books,Supplier A,East,565.31,Ads,Not Returned,,10-03-2024
ORDX200825,Home & Kitchen,Supplier A,South,313.54,Social Media,Returned,Incorrect Item,18-04-2024
ORDX200826,Books,Supplier C,East,244.64,Social Media,Not Returned,,17-06-2024
ORDX200827,Clothing,Supplier A,North,138.65,Email,Returned,Wrong Size,07-05-2024
ORDX200828,Books,Supplier C,East,252.51,Email,Not Returned,,21-03-2024
ORDX200829,Books,Supplier A,North,277.94,Organic,Returned,Product Not as Described,18-06-2024
ORDX200830,Electronics,Supplier B,North,728.55,Ads,Returned,Better Price Elsewhere,20-04-2024
ORDX200831,Toys,Supplier C,South,256.81,Ads,Returned,Other,17-05-2024
ORDX200832,Electronics,Supplier C,East,294.55,Ads,Returned,Defective Item,24-06-2024
ORDX200833,Toys,Supplier B,East,141.87,Social Media,Returned,Better Price Elsewhere,18-04-2024
ORDX200834,Books,Supplier D,West,223.86,Social Media,Not Returned,,08-03-2024
ORDX200835,Toys,Supplier B,South,165.14,Email,Not Returned,,10-05-2024
ORDX200836,Beauty,Supplier C,South,148.59,Organic,Returned,Better Price Elsewhere,31-05-2024
ORDX200837,Electronics,Supplier D,West,289.83,Social Media,Not Returned,,16-05-2024
ORDX200838,Books,Supplier A,East,242.18,Organic,Returned,Wrong Size,09-06-2024
ORDX200839,Electronics,Supplier B,North,123.13,Ads,Not Returned,,19-03-2024
ORDX200840,Toys,Supplier A,North,544.57,Email,Not Returned,,21-03-2024
ORDX200841,Clothing,Supplier A,West,196.06,Ads,Not Returned,,29-05-2024
ORDX200842,Clothing,Supplier B,East,119.75,Social Media,Not Returned,,21-04-2024
ORDX200843,Clothing,Supplier C,South,443.03,Ads,Returned,Damaged on Arrival,16-05-2024
ORDX200844,Electronics,Supplier B,North,740.37,Social Media,Not Returned,,21-03-2024
ORDX200845,Clothing,Supplier B,East,702.61,Organic,Returned,Other,21-05-2024
ORDX200846,Home & Kitchen,Supplier D,East,697.68,Ads,Returned,Wrong Size,09-06-2024
ORDX200847,Electronics,Supplier B,East,729.5,Ads,Not Returned,,14-04-2024
ORDX200848,Electronics,Supplier A,West,312.16,Social Media,Not Returned,,04-03-2024
ORDX200849,Clothing,Supplier D,South,239.72,Email,Not Returned,,12-03-2024
ORDX200850,Home & Kitchen,Supplier D,North,16.97,Organic,Not Returned,,27-03-2024
ORDX200851,Books,Supplier C,North,58.99,Social Media,Not Returned,,21-03-2024
ORDX200852,Electronics,Supplier A,West,516.91,Social Media,Not Returned,,18-04-2024
ORDX200853,Beauty,Supplier B,North,633.93,Social Media,Not Returned,,08-06-2024
ORDX200854,Electronics,Supplier A,West,172.88,Organic,Not Returned,,18-04-2024
ORDX200855,Electronics,Supplier D,North,412.58,Social Media,Not Returned,,15-04-2024
ORDX200856,Home & Kitchen,Supplier C,West,565.73,Social Media,Not Returned,,10-04-2024
ORDX200857,Home & Kitchen,Supplier A,West,77.73,Ads,Returned,Changed Mind,01-05-2024
ORDX200858,Beauty,Supplier C,South,384.86,Social Media,Not Returned,,27-05-2024
ORDX200859,Books,Supplier A,West,399.68,Organic,Returned,Product Not as Described,10-03-2024
ORDX200860,Clothing,Supplier A,East,141.97,Organic,Not Returned,,29-03-2024
ORDX200861,Clothing,Supplier D,West,600.01,Social Media,Returned,Changed Mind,17-03-2024
ORDX200862,Electronics,Supplier A,West,292.95,Ads,Not Returned,,15-04-2024
ORDX200863,Beauty,Supplier C,North,247.07,Organic,Not Returned,,31-05-2024
ORDX200864,Electronics,Supplier A,South,409.74,Email,Not Returned,,09-03-2024
ORDX200865,Electronics,Supplier D,South,401.37,Email,Not Returned,,08-06-2024
ORDX200866,Clothing,Supplier B,South,47.38,Ads,Not Returned,,03-03-2024
ORDX200867,Beauty,Supplier B,North,478.11,Organic,Not Returned,,19-06-2024
ORDX200868,Beauty,Supplier C,West,469.3,Organic,Not Returned,,16-05-2024
ORDX200869,Electronics,Supplier D,South,374.02,Ads,Not Returned,,10-05-2024
ORDX200870,Toys,Supplier C,East,464.94,Email,Not Returned,,06-04-2024
ORDX200871,Home & Kitchen,Supplier A,North,420.63,Social Media,Returned,Late Delivery,17-05-2024
ORDX200872,Beauty,Supplier B,East,343.92,Organic,Returned,Damaged on Arrival,15-06-2024
ORDX200873,Books,Supplier D,West,648.46,Organic,Not Returned,,30-03-2024
ORDX200874,Home & Kitchen,Supplier A,East,500.03,Ads,Returned,Product Not as Described,04-04-2024
ORDX200875,Books,Supplier D,North,293.13,Email,Returned,Other,14-03-2024
ORDX200876,Toys,Supplier B,South,398.14,Email,Not Returned,,18-05-2024
ORDX200877,Books,Supplier A,East,524.6,Ads,Not Returned,,17-06-2024
ORDX200878,Toys,Supplier B,West,472.98,Email,Returned,Damaged on Arrival,13-06-2024
ORDX200879,Home & Kitchen,Supplier C,West,221.49,Ads,Not Returned,,26-03-2024
ORDX200880,Electronics,Supplier B,East,168.31,Email,Returned,Incorrect Item,18-06-2024
ORDX200881,Home & Kitchen,Supplier B,West,616.36,Ads,Returned,Other,28-05-2024
ORDX200882,Beauty,Supplier B,East,127.09,Email,Not Returned,,15-06-2024
ORDX200883,Home & Kitchen,Supplier C,North,267.31,Organic,Returned,Late Delivery,02-06-2024
ORDX200884,Books,Supplier B,West,219.77,Organic,Not Returned,,22-06-2024
ORDX200885,Toys,Supplier B,North,302.69,Ads,Returned,Product Not as Described,22-05-2024
ORDX200886,Toys,Supplier B,East,214.86,Ads,Not Returned,,15-06-2024
ORDX200887,Electronics,Supplier B,North,477.46,Ads,Not Returned,,22-06-2024
ORDX200888,Clothing,Supplier B,North,136.95,Ads,Not Returned,,02-05-2024
ORDX200889,Toys,Supplier C,East,661.78,Organic,Returned,Better Price Elsewhere,01-06-2024
ORDX200890,Beauty,Supplier B,North,626.77,Ads,Not Returned,,09-05-2024
ORDX200891,Home & Kitchen,Supplier A,South,630.85,Social Media,Returned,Damaged on Arrival,28-06-2024
ORDX200892,Toys,Supplier D,North,343.13,Social Media,Not Returned,,04-06-2024
ORDX200893,Electronics,Supplier A,North,257.96,Social Media,Not Returned,,14-03-2024
ORDX200894,Beauty,Supplier C,North,191.97,Ads,Not Returned,,08-06-2024
ORDX200895,Books,Supplier A,North,298.49,Social Media,Returned,Incorrect Item,30-03-2024
ORDX200896,Toys,Supplier D,West,49.81,Email,Returned,Defective Item,04-04-2024
ORDX200897,Books,Supplier A,West,673.97,Organic,Returned,Product Not as Described,03-06-2024
ORDX200898,Home & Kitchen,Supplier A,West,467.07,Social Media,Returned,Defective Item,27-06-2024
ORDX200899,Home & Kitchen,Supplier C,North,113.6,Email,Returned,Product Not as Described,17-05-2024
ORDX200900,Beauty,Supplier B,South,30.67,Email,Not Returned,,16-06-2024
